PV_Size_kW,Battery_kWh,H2_Tank_kg,Tilt_Angle,Num_Panels,Total_Cost,Annual_Energy_kWh,Safety_Risk_Pct,Payback_Years,NPV_25yr,LCOE,Self_Sufficiency_Pct
9.996095839524564,11.851443959070037,5.000016491104896,25.032055899067792,49.75470357912396,1542444.1221837364,11954.2958791175,0.8650002852961146,12.902843779182115,-266349.7921662766,5.161137511672846,105.37525566677685
9.999999998298382,10.000446081238316,5.017250118841213,25.000006761867738,48.85947806363083,1515437.9440466692,11959.999779610633,0.8652984270559531,12.670886053277213,-238734.73541754764,5.068354421310885,105.4255346609426
9.25569826294164,10.00000127699309,5.0,25.001025430341073,23.50837332517088,1452478.673241994,11069.7844739026,0.865,13.121110683466897,-270803.95609376463,5.24844427338676,97.57842543878179
8.000000133017462,10.000000000381808,5.00000000024372,25.064337612096182,49.79709441494302,1347000.011185287,9566.338086925402,0.8650000000042162,14.080623107250117,-325814.8309622947,5.6322492429000475,84.32577977808984
9.134032013706578,10.028483873391922,5.042295878317584,24.999987092005586,30.29939099812048,1443743.3442101711,10924.301656664536,0.8657317186948944,13.215886832723934,-277598.59219495836,5.286354733089574,96.29601707139615
9.00516709256713,10.000054375693297,5.03812759094757,25.002578087385043,40.53235614672454,1432388.0411847276,10770.104873255363,0.8656596073233929,13.299666605305536,-282703.4506884469,5.319866642122214,94.93679644986877
9.225794022606607,10.000102015058166,5.032586188305673,25.00002377941752,47.74312664071534,1450782.8828324694,11034.048942602663,0.8655637410576882,13.148236793032252,-272922.85367031116,5.2592947172129,97.26342229805336
9.874130851271172,11.548306993622447,5.000339312713814,25.000006780880117,29.61473318559159,1527660.0792289604,11809.460281908274,0.865005870109949,12.93590090284895,-267026.62505499134,5.17436036113958,104.098552443107
9.580544687373642,10.000001338174437,5.027447907081964,25.003214634029476,48.796021099268195,1480451.9714890516,11458.231993374971,0.865474848792518,12.920422385801173,-257311.35102702258,5.1681689543204685,101.00252980188613
8.908072106117459,10.000003327307695,5.040582041873253,25.000551243196742,35.72329480276906,1424292.6578703132,10654.038381884206,0.8657020693244071,13.368570741139209,-286997.9055578506,5.347428296455684,93.91368841186659
9.355759288401229,10.000102715783566,5.030701339578945,25.00002377941752,47.76328060680143,1461652.8544519304,11189.487390513194,0.8655311331747156,13.062732933513706,-267200.1188643072,5.225093173405482,98.63358799870592
9.928660849935456,10.000008839736802,5.02533483260797,25.00000676205348,27.878706346883515,1509641.0148058296,11874.678159720339,0.8654382926041179,12.713110995518411,-242045.6981404752,5.085244398207364,104.67343787492034
9.07951530341423,10.000002389236498,5.0245381048070055,25.00002426047258,49.947628642238435,1438292.7739455178,10859.099591576776,0.8654245092131613,13.245046348604976,-279108.1964487613,5.298018539441991,95.72127102628389
8.77695048391788,10.000011764496543,5.02148852353788,25.000196973618696,38.18634172392939,1412801.2302049971,10497.227196035383,0.8653717514572054,13.458803966237744,-292245.72102056816,5.383521586495097,92.5314222401638
8.363724035425292,10.000331486596522,5.007930238964578,25.002111607858296,29.991283072013964,1377756.0472487868,10002.95691577294,0.8651371931340872,13.773487768164859,-309962.78424908314,5.509395107265943,88.17450672813206
8.544801332199029,10.000276335220326,5.005440296058493,24.99890142451026,25.98653678116638,1392903.4643344856,10219.532096427398,0.8650941171218118,13.629816425953832,-301991.2855198872,5.451926570381533,90.0835832026744
9.981764154881489,10.00000902938355,5.039579334572686,24.999999225277243,27.89014906574239,1514457.8078151154,11938.189887803694,0.8656847224881075,12.685824417672544,-240082.75632335804,5.074329767069018,105.23328386269728
9.736983210948273,10.000023217355924,5.0148168173460785,24.94821100183817,49.298259798766196,1493277.3584136458,11642.73000876377,0.865256330940087,12.825835154552403,-250441.98773647472,5.130334061820961,102.6288510623101
9.967419980275618,11.627106195259222,5.000103225117186,22.67568232416663,39.719835631199814,1536672.45189997,11796.901243542103,0.8650017857945274,13.026068627481138,-277379.64696302847,5.210427450992455,103.98784647663717
9.369794462791118,10.000000113046669,5.006972347828683,24.99964417147432,26.019670701196283,1462237.045265871,11206.256313444334,0.8651206216174363,13.048399076073254,-265994.2646861118,5.2193596304293015,98.78140344170598
8.882372229325581,10.000009723348578,5.010353941901042,25.000551243196742,42.911407691081905,1421378.2616611035,10623.301374988818,0.8651791231948881,13.379816796006125,-287364.61604179465,5.35192671840245,93.64274648498231
8.705820359012366,10.000001961228728,5.000349207218648,24.99997685450576,45.60529923246239,1406297.6697559357,10412.160069722911,0.8650060412848828,13.506300905277573,-294822.885915427,5.402520362111029,91.78156877537937
8.059338063615963,10.000000343829345,5.012811645427968,25.002547489895452,47.98580599107985,1352304.6936368803,9638.90202511379,0.8652216414659039,14.029654934903396,-323373.4754186517,5.611861973961358,84.96541958758684
9.391911571022007,10.000001100643148,5.020443632091285,24.999854354887635,46.080726714569714,1464431.679277778,11232.718909699617,0.8653536748351792,13.03719688038503,-265364.0757740773,5.2148787521540125,99.01466710476105
9.879425076156462,10.000024687884181,5.015799997513409,25.000006780880117,17.89861695710379,1505267.0766532407,11815.792174755155,0.8652733399569821,12.739451188632914,-243957.70708936546,5.095780475453166,104.15436709202834
9.610946377905504,10.000029176700062,5.009810913164095,24.999966842451734,46.53602415429557,1482565.2062236657,11494.690160486598,0.8651697287977388,12.89782660971616,-255532.7580200089,5.159130643886464,101.32390286470623
8.932661289772698,10.000057772197547,5.005778112846761,25.00185718312546,30.36625408959042,1425488.8677450388,10683.409331471183,0.8650999613522491,13.343014608134824,-285058.8322997035,5.33720584325393,94.1725887564122
